item_no,item_name,branch,quantity,date
SKU-00632,Item-00632,BR-A,59.78,2026-05-06
SKU-00576,Item-00576,BR-B,161.04,2026-05-13
SKU-00684,Item-00684,BR-E,111.43,2026-05-07
SKU-00551,Item-00551,BR-C,135.77,2026-05-14
SKU-00861,Item-00861,BR-C,177.95,2026-05-28
SKU-00578,Item-00578,BR-E,42.6,2026-05-17
SKU-00577,Item-00577,BR-D,13.12,2026-05-20
SKU-00764,Item-00764,BR-B,94.79,2026-05-05
SKU-00810,Item-00810,BR-D,48.94,2026-05-01
SKU-00325,Item-00325,BR-C,209.85,2026-05-02
SKU-00841,Item-00841,BR-D,58.7,2026-05-16
SKU-00542,Item-00542,BR-D,222.53,2026-05-17
SKU-00646,Item-00646,BR-D,140.32,2026-05-29
SKU-00673,Item-00673,BR-B,10.36,2026-05-29
SKU-00469,Item-00469,BR-A,135.72,2026-05-04
SKU-00830,Item-00830,BR-A,25.83,2026-05-27
SKU-00634,Item-00634,BR-C,279.84,2026-05-11
SKU-00437,Item-00437,BR-A,299.45,2026-05-21
SKU-00441,Item-00441,BR-A,211.91,2026-05-19
SKU-00619,Item-00619,BR-D,12.34,2026-05-04
SKU-00785,Item-00785,BR-E,49.52,2026-05-15
SKU-00731,Item-00731,BR-E,38.39,2026-05-15
SKU-00327,Item-00327,BR-D,13.9,2026-05-26
SKU-00638,Item-00638,BR-B,251.74,2026-05-22
SKU-00427,Item-00427,BR-E,208.83,2026-05-20
SKU-00836,Item-00836,BR-D,129.87,2026-05-29
SKU-00566,Item-00566,BR-B,185.04,2026-05-19
SKU-00691,Item-00691,BR-E,112.82,2026-05-11
SKU-00485,Item-00485,BR-A,248.15,2026-05-06
SKU-00706,Item-00706,BR-D,106.58,2026-05-18
SKU-00582,Item-00582,BR-A,55.32,2026-05-26
SKU-00360,Item-00360,BR-E,25.29,2026-05-24
SKU-00328,Item-00328,BR-D,29.59,2026-05-14
SKU-00350,Item-00350,BR-A,234.16,2026-05-23
SKU-00561,Item-00561,BR-A,289.88,2026-05-26
SKU-00748,Item-00748,BR-E,84.34,2026-05-09
SKU-00456,Item-00456,BR-C,362.44,2026-05-08
SKU-00553,Item-00553,BR-C,148.26,2026-05-19
SKU-00627,Item-00627,BR-C,124.89,2026-05-05
SKU-00482,Item-00482,BR-A,21.74,2026-05-09
SKU-00700,Item-00700,BR-C,129.57,2026-05-16
SKU-00683,Item-00683,BR-E,166.18,2026-05-22
SKU-00785,Item-00785,BR-C,32.11,2026-05-10
SKU-00426,Item-00426,BR-B,113.44,2026-05-27
SKU-00544,Item-00544,BR-D,4.85,2026-05-06
SKU-00702,Item-00702,BR-E,256.87,2026-05-16
SKU-00665,Item-00665,BR-B,96.9,2026-05-21
SKU-00407,Item-00407,BR-B,197.85,2026-05-26
SKU-00537,Item-00537,BR-B,112.94,2026-05-30
SKU-00391,Item-00391,BR-D,195.42,2026-05-09
SKU-00837,Item-00837,BR-A,155.21,2026-05-25
SKU-00453,Item-00453,BR-C,105.06,2026-05-16
SKU-00613,Item-00613,BR-E,63.18,2026-05-07
SKU-00484,Item-00484,BR-C,85.19,2026-05-13
SKU-00533,Item-00533,BR-E,133.13,2026-05-01
SKU-00840,Item-00840,BR-C,83.17,2026-05-25
SKU-00701,Item-00701,BR-A,102.4,2026-05-08
SKU-00705,Item-00705,BR-A,78.33,2026-05-19
SKU-00565,Item-00565,BR-E,45.66,2026-05-25
SKU-00307,Item-00307,BR-D,122.27,2026-05-06
SKU-00510,Item-00510,BR-E,103.61,2026-05-03
SKU-00416,Item-00416,BR-B,129.71,2026-05-11
SKU-00762,Item-00762,BR-E,272.68,2026-05-04
SKU-00313,Item-00313,BR-B,94.39,2026-05-09
SKU-00304,Item-00304,BR-A,49.91,2026-05-18
SKU-00385,Item-00385,BR-C,41.34,2026-05-30
SKU-00630,Item-00630,BR-C,26.73,2026-05-09
SKU-00718,Item-00718,BR-D,64.29,2026-05-28
SKU-00596,Item-00596,BR-A,166.84,2026-05-18
SKU-00404,Item-00404,BR-C,51.03,2026-05-17
SKU-00779,Item-00779,BR-B,82.83,2026-05-14
SKU-00538,Item-00538,BR-C,174.13,2026-05-29
SKU-00382,Item-00382,BR-B,64.93,2026-05-06
SKU-00539,Item-00539,BR-E,142.36,2026-05-19
SKU-00417,Item-00417,BR-E,12.91,2026-05-04
SKU-00719,Item-00719,BR-D,80.82,2026-05-20
SKU-00894,Item-00894,BR-D,172.1,2026-05-23
SKU-00864,Item-00864,BR-A,44.39,2026-05-10
SKU-00870,Item-00870,BR-A,156.27,2026-05-21
SKU-00553,Item-00553,BR-B,174.03,2026-05-05
SKU-00401,Item-00401,BR-C,13.35,2026-05-22
SKU-00473,Item-00473,BR-C,23.69,2026-05-27
SKU-00808,Item-00808,BR-C,189.23,2026-05-17
SKU-00792,Item-00792,BR-E,106.43,2026-05-18
SKU-00659,Item-00659,BR-C,5.36,2026-05-02
SKU-00514,Item-00514,BR-C,37.7,2026-05-15
SKU-00769,Item-00769,BR-E,22.57,2026-05-18
SKU-00807,Item-00807,BR-E,80.75,2026-05-15
SKU-00825,Item-00825,BR-D,52.47,2026-05-21
SKU-00530,Item-00530,BR-E,147.76,2026-05-20
SKU-00526,Item-00526,BR-E,74.88,2026-05-20
SKU-00638,Item-00638,BR-D,110.01,2026-05-07
SKU-00625,Item-00625,BR-B,57.87,2026-05-30
SKU-00399,Item-00399,BR-A,142.57,2026-05-14
SKU-00842,Item-00842,BR-A,123.41,2026-05-30
SKU-00533,Item-00533,BR-B,86.93,2026-05-07
SKU-00596,Item-00596,BR-E,152.98,2026-05-23
SKU-00438,Item-00438,BR-C,155.37,2026-05-26
SKU-00415,Item-00415,BR-A,174.0,2026-05-13
SKU-00491,Item-00491,BR-E,362.64,2026-05-29
SKU-00408,Item-00408,BR-A,46.31,2026-05-26
SKU-00373,Item-00373,BR-D,95.11,2026-05-09
SKU-00327,Item-00327,BR-B,32.34,2026-05-25
SKU-00710,Item-00710,BR-B,166.48,2026-05-18
SKU-00321,Item-00321,BR-D,117.71,2026-05-27
SKU-00816,Item-00816,BR-E,66.83,2026-05-17
SKU-00451,Item-00451,BR-A,118.92,2026-05-04
SKU-00474,Item-00474,BR-A,182.4,2026-05-09
SKU-00595,Item-00595,BR-A,258.35,2026-05-03
SKU-00727,Item-00727,BR-D,185.75,2026-05-03
SKU-00649,Item-00649,BR-A,142.44,2026-05-16
SKU-00639,Item-00639,BR-D,3.77,2026-05-21
SKU-00535,Item-00535,BR-C,141.74,2026-05-27
SKU-00489,Item-00489,BR-E,73.23,2026-05-19
SKU-00538,Item-00538,BR-E,161.88,2026-05-21
SKU-00459,Item-00459,BR-B,156.74,2026-05-28
SKU-00712,Item-00712,BR-B,83.52,2026-05-27
SKU-00472,Item-00472,BR-D,118.21,2026-05-15
SKU-00407,Item-00407,BR-E,185.0,2026-05-04
SKU-00731,Item-00731,BR-C,41.31,2026-05-22
SKU-00753,Item-00753,BR-B,93.85,2026-05-05
SKU-00559,Item-00559,BR-A,100.4,2026-05-25
SKU-00342,Item-00342,BR-A,153.97,2026-05-12
SKU-00595,Item-00595,BR-A,159.79,2026-05-28
SKU-00691,Item-00691,BR-D,250.51,2026-05-16
SKU-00450,Item-00450,BR-D,344.93,2026-05-11
SKU-00525,Item-00525,BR-B,209.03,2026-05-07
SKU-00693,Item-00693,BR-C,115.54,2026-05-09
SKU-00412,Item-00412,BR-C,106.88,2026-05-03
SKU-00677,Item-00677,BR-E,52.03,2026-05-06
SKU-00561,Item-00561,BR-A,173.28,2026-05-05
SKU-00820,Item-00820,BR-B,86.15,2026-05-09
SKU-00608,Item-00608,BR-C,46.66,2026-05-19
SKU-00346,Item-00346,BR-D,51.64,2026-05-02
SKU-00594,Item-00594,BR-E,117.79,2026-05-14
SKU-00609,Item-00609,BR-C,112.67,2026-05-11
SKU-00775,Item-00775,BR-A,129.95,2026-05-23
SKU-00538,Item-00538,BR-A,82.87,2026-05-17
SKU-00508,Item-00508,BR-C,46.01,2026-05-30
SKU-00850,Item-00850,BR-C,49.07,2026-05-25
SKU-00343,Item-00343,BR-D,96.71,2026-05-06
SKU-00828,Item-00828,BR-B,100.88,2026-05-23
SKU-00800,Item-00800,BR-E,194.65,2026-05-02
SKU-00311,Item-00311,BR-A,14.96,2026-05-14
SKU-00844,Item-00844,BR-E,205.74,2026-05-02
SKU-00530,Item-00530,BR-D,272.73,2026-05-20
SKU-00686,Item-00686,BR-C,72.83,2026-05-05
SKU-00418,Item-00418,BR-D,266.04,2026-05-17
SKU-00474,Item-00474,BR-E,148.07,2026-05-26
SKU-00765,Item-00765,BR-E,148.47,2026-05-28
SKU-00628,Item-00628,BR-E,102.29,2026-05-28
SKU-00670,Item-00670,BR-D,121.86,2026-05-22
SKU-00505,Item-00505,BR-A,112.38,2026-05-22
SKU-00713,Item-00713,BR-A,113.8,2026-05-19
SKU-00593,Item-00593,BR-E,79.1,2026-05-17
SKU-00423,Item-00423,BR-A,88.81,2026-05-10
SKU-00616,Item-00616,BR-D,47.27,2026-05-12
SKU-00803,Item-00803,BR-B,12.89,2026-05-18
SKU-00575,Item-00575,BR-E,81.28,2026-05-05
SKU-00305,Item-00305,BR-B,94.59,2026-05-16
SKU-00353,Item-00353,BR-D,103.95,2026-05-28
SKU-00694,Item-00694,BR-A,207.46,2026-05-25
SKU-00541,Item-00541,BR-B,269.07,2026-05-12
SKU-00360,Item-00360,BR-E,34.76,2026-05-24
SKU-00670,Item-00670,BR-D,76.39,2026-05-05
SKU-00489,Item-00489,BR-B,143.34,2026-05-02
SKU-00393,Item-00393,BR-D,105.33,2026-05-13
SKU-00844,Item-00844,BR-E,144.92,2026-05-02
SKU-00889,Item-00889,BR-A,11.6,2026-05-10
SKU-00866,Item-00866,BR-B,273.86,2026-05-27
SKU-00339,Item-00339,BR-D,30.99,2026-05-25
SKU-00640,Item-00640,BR-D,141.23,2026-05-15
SKU-00824,Item-00824,BR-C,58.73,2026-05-23
SKU-00516,Item-00516,BR-E,279.78,2026-05-16
SKU-00753,Item-00753,BR-A,117.94,2026-05-07
SKU-00350,Item-00350,BR-E,112.92,2026-05-15
SKU-00341,Item-00341,BR-A,178.48,2026-05-16
SKU-00569,Item-00569,BR-A,28.04,2026-05-04
SKU-00748,Item-00748,BR-E,117.46,2026-05-16
SKU-00575,Item-00575,BR-B,49.49,2026-05-04
SKU-00670,Item-00670,BR-D,182.26,2026-05-25
SKU-00681,Item-00681,BR-A,11.92,2026-05-04
SKU-00824,Item-00824,BR-D,178.1,2026-05-20
SKU-00874,Item-00874,BR-B,102.5,2026-05-12
SKU-00387,Item-00387,BR-D,169.66,2026-05-17
SKU-00719,Item-00719,BR-A,86.55,2026-05-18
SKU-00659,Item-00659,BR-C,8.58,2026-05-08
SKU-00364,Item-00364,BR-B,52.69,2026-05-12
SKU-00631,Item-00631,BR-C,101.21,2026-05-07
SKU-00760,Item-00760,BR-B,21.72,2026-05-23
SKU-00633,Item-00633,BR-D,97.14,2026-05-23
SKU-00601,Item-00601,BR-B,76.18,2026-05-05
SKU-00672,Item-00672,BR-E,52.2,2026-05-27
SKU-00725,Item-00725,BR-D,206.3,2026-05-29
SKU-00389,Item-00389,BR-A,26.65,2026-05-30
SKU-00403,Item-00403,BR-A,85.04,2026-05-01
SKU-00530,Item-00530,BR-B,182.66,2026-05-06
SKU-00556,Item-00556,BR-C,25.7,2026-05-23
SKU-00806,Item-00806,BR-C,230.61,2026-05-23
SKU-00644,Item-00644,BR-D,48.85,2026-05-16
SKU-00620,Item-00620,BR-A,19.44,2026-05-13
SKU-00526,Item-00526,BR-E,46.47,2026-05-30
SKU-00692,Item-00692,BR-B,40.2,2026-05-30
SKU-00800,Item-00800,BR-B,255.05,2026-05-27
SKU-00569,Item-00569,BR-B,21.85,2026-05-23
SKU-00351,Item-00351,BR-E,124.96,2026-05-02
SKU-00770,Item-00770,BR-E,161.38,2026-05-01
SKU-00659,Item-00659,BR-A,3.25,2026-05-15
SKU-00372,Item-00372,BR-A,176.68,2026-05-03
SKU-00723,Item-00723,BR-C,74.62,2026-05-19
SKU-00846,Item-00846,BR-C,21.54,2026-05-12
SKU-00506,Item-00506,BR-B,154.71,2026-05-18
SKU-00534,Item-00534,BR-C,106.32,2026-05-09
SKU-00640,Item-00640,BR-A,121.67,2026-05-06
SKU-00846,Item-00846,BR-A,26.55,2026-05-09
SKU-00840,Item-00840,BR-D,106.48,2026-05-15
SKU-00768,Item-00768,BR-E,249.17,2026-05-22
SKU-00490,Item-00490,BR-C,145.46,2026-05-13
SKU-00573,Item-00573,BR-E,245.98,2026-05-30
SKU-00744,Item-00744,BR-B,71.34,2026-05-19
SKU-00892,Item-00892,BR-D,74.37,2026-05-23
SKU-00732,Item-00732,BR-D,43.54,2026-05-27
SKU-00356,Item-00356,BR-A,47.51,2026-05-09
SKU-00473,Item-00473,BR-C,12.44,2026-05-24
SKU-00876,Item-00876,BR-B,146.52,2026-05-17
SKU-00497,Item-00497,BR-B,38.79,2026-05-06
SKU-00685,Item-00685,BR-D,79.3,2026-05-20
SKU-00368,Item-00368,BR-D,58.04,2026-05-15
SKU-00461,Item-00461,BR-E,121.7,2026-05-08
SKU-00745,Item-00745,BR-E,84.28,2026-05-14
SKU-00320,Item-00320,BR-B,241.96,2026-05-08
SKU-00376,Item-00376,BR-D,17.58,2026-05-23
SKU-00485,Item-00485,BR-C,189.69,2026-05-22
SKU-00311,Item-00311,BR-B,18.46,2026-05-29
SKU-00792,Item-00792,BR-D,108.92,2026-05-16
SKU-00417,Item-00417,BR-B,27.27,2026-05-27
SKU-00522,Item-00522,BR-E,73.54,2026-05-15
SKU-00332,Item-00332,BR-C,125.61,2026-05-22
SKU-00857,Item-00857,BR-D,225.93,2026-05-16
SKU-00844,Item-00844,BR-D,151.46,2026-05-22
SKU-00575,Item-00575,BR-B,45.04,2026-05-26
SKU-00453,Item-00453,BR-B,86.05,2026-05-11
SKU-00550,Item-00550,BR-C,46.55,2026-05-17
SKU-00783,Item-00783,BR-A,197.39,2026-05-25
SKU-00342,Item-00342,BR-E,126.11,2026-05-05
SKU-00367,Item-00367,BR-D,80.34,2026-05-30
SKU-00528,Item-00528,BR-B,163.04,2026-05-23
SKU-00834,Item-00834,BR-C,17.31,2026-05-16
SKU-00602,Item-00602,BR-E,12.64,2026-05-29
SKU-00382,Item-00382,BR-D,63.9,2026-05-25
SKU-00450,Item-00450,BR-C,164.65,2026-05-16
SKU-00583,Item-00583,BR-C,167.1,2026-05-19
SKU-00416,Item-00416,BR-B,68.59,2026-05-14
SKU-00321,Item-00321,BR-B,103.94,2026-05-04
SKU-00877,Item-00877,BR-A,67.78,2026-05-26
SKU-00635,Item-00635,BR-E,10.72,2026-05-07
SKU-00825,Item-00825,BR-C,58.17,2026-05-05
SKU-00896,Item-00896,BR-E,170.68,2026-05-28
SKU-00416,Item-00416,BR-E,115.26,2026-05-08
SKU-00309,Item-00309,BR-E,61.17,2026-05-26
SKU-00604,Item-00604,BR-D,12.58,2026-05-16
SKU-00786,Item-00786,BR-B,38.93,2026-05-27
SKU-00850,Item-00850,BR-C,46.39,2026-05-15
SKU-00771,Item-00771,BR-C,121.41,2026-05-22
SKU-00564,Item-00564,BR-A,16.56,2026-05-11
SKU-00550,Item-00550,BR-B,107.75,2026-05-22
SKU-00554,Item-00554,BR-B,36.33,2026-05-01
SKU-00703,Item-00703,BR-E,146.32,2026-05-28
SKU-00612,Item-00612,BR-B,132.07,2026-05-01
SKU-00465,Item-00465,BR-C,234.83,2026-05-03
SKU-00481,Item-00481,BR-D,70.51,2026-05-26
SKU-00704,Item-00704,BR-D,51.59,2026-05-12
SKU-00717,Item-00717,BR-D,173.53,2026-05-13
SKU-00828,Item-00828,BR-E,130.01,2026-05-17
SKU-00666,Item-00666,BR-C,81.82,2026-05-29
SKU-00355,Item-00355,BR-A,182.41,2026-05-14
SKU-00358,Item-00358,BR-D,284.6,2026-05-26
SKU-00809,Item-00809,BR-A,225.43,2026-05-24
SKU-00629,Item-00629,BR-C,40.55,2026-05-11
SKU-00407,Item-00407,BR-C,112.19,2026-05-09
SKU-00481,Item-00481,BR-B,108.8,2026-05-03
SKU-00614,Item-00614,BR-C,53.19,2026-05-08
SKU-00869,Item-00869,BR-B,21.22,2026-05-17
SKU-00366,Item-00366,BR-C,46.22,2026-05-01
SKU-00412,Item-00412,BR-A,160.05,2026-05-22
SKU-00610,Item-00610,BR-C,232.48,2026-05-04
SKU-00730,Item-00730,BR-C,273.36,2026-05-24
SKU-00336,Item-00336,BR-E,80.75,2026-05-13
SKU-00532,Item-00532,BR-C,187.07,2026-05-26
SKU-00447,Item-00447,BR-D,147.59,2026-05-12
SKU-00627,Item-00627,BR-D,204.16,2026-05-10
SKU-00806,Item-00806,BR-D,248.85,2026-05-27
SKU-00624,Item-00624,BR-E,136.67,2026-05-16
SKU-00437,Item-00437,BR-B,81.32,2026-05-22
SKU-00388,Item-00388,BR-D,36.13,2026-05-14
SKU-00831,Item-00831,BR-C,87.51,2026-05-15
SKU-00807,Item-00807,BR-D,112.5,2026-05-02
SKU-00436,Item-00436,BR-E,32.61,2026-05-15
SKU-00758,Item-00758,BR-C,50.14,2026-05-25
SKU-00754,Item-00754,BR-E,183.12,2026-05-04
SKU-00494,Item-00494,BR-D,126.04,2026-05-03
SKU-00394,Item-00394,BR-D,46.81,2026-05-11
SKU-00484,Item-00484,BR-B,244.04,2026-05-25
SKU-00873,Item-00873,BR-D,147.51,2026-05-21
SKU-00384,Item-00384,BR-E,62.24,2026-05-29
SKU-00779,Item-00779,BR-C,119.82,2026-05-21
SKU-00765,Item-00765,BR-B,302.27,2026-05-07
SKU-00380,Item-00380,BR-C,24.17,2026-05-28
SKU-00324,Item-00324,BR-D,69.22,2026-05-17
SKU-00886,Item-00886,BR-C,39.6,2026-05-22
SKU-00868,Item-00868,BR-C,176.13,2026-05-15
SKU-00900,Item-00900,BR-C,189.69,2026-05-07
SKU-00581,Item-00581,BR-A,178.11,2026-05-29
SKU-00718,Item-00718,BR-C,93.28,2026-05-21
SKU-00857,Item-00857,BR-C,117.57,2026-05-15
SKU-00460,Item-00460,BR-A,217.59,2026-05-09
SKU-00772,Item-00772,BR-C,58.61,2026-05-23
SKU-00317,Item-00317,BR-B,18.18,2026-05-29
SKU-00720,Item-00720,BR-A,177.01,2026-05-02
SKU-00585,Item-00585,BR-D,27.06,2026-05-03
SKU-00436,Item-00436,BR-B,35.08,2026-05-18
SKU-00781,Item-00781,BR-B,110.7,2026-05-28
SKU-00832,Item-00832,BR-C,141.02,2026-05-14
SKU-00656,Item-00656,BR-B,152.7,2026-05-19
SKU-00363,Item-00363,BR-E,91.11,2026-05-16
SKU-00750,Item-00750,BR-C,96.93,2026-05-17
SKU-00733,Item-00733,BR-D,129.34,2026-05-19
SKU-00704,Item-00704,BR-A,114.16,2026-05-28
SKU-00406,Item-00406,BR-D,14.07,2026-05-09
SKU-00591,Item-00591,BR-B,110.6,2026-05-28
SKU-00652,Item-00652,BR-A,58.27,2026-05-27
SKU-00783,Item-00783,BR-A,226.8,2026-05-21
SKU-00743,Item-00743,BR-A,164.71,2026-05-09
SKU-00676,Item-00676,BR-B,18.11,2026-05-23
SKU-00770,Item-00770,BR-B,116.27,2026-05-16
SKU-00583,Item-00583,BR-B,358.7,2026-05-18
SKU-00425,Item-00425,BR-B,109.53,2026-05-10
SKU-00547,Item-00547,BR-E,111.96,2026-05-28
SKU-00357,Item-00357,BR-E,191.82,2026-05-12
SKU-00494,Item-00494,BR-D,87.42,2026-05-06
SKU-00728,Item-00728,BR-A,40.12,2026-05-30
SKU-00734,Item-00734,BR-D,111.47,2026-05-17
SKU-00696,Item-00696,BR-A,92.04,2026-05-22
SKU-00564,Item-00564,BR-B,12.08,2026-05-28
SKU-00602,Item-00602,BR-E,20.79,2026-05-29
SKU-00332,Item-00332,BR-B,119.32,2026-05-07
SKU-00740,Item-00740,BR-C,134.12,2026-05-01
SKU-00622,Item-00622,BR-B,177.39,2026-05-17
SKU-00364,Item-00364,BR-B,73.43,2026-05-04
SKU-00653,Item-00653,BR-D,180.02,2026-05-29
SKU-00365,Item-00365,BR-E,55.97,2026-05-15
SKU-00456,Item-00456,BR-B,281.81,2026-05-29
SKU-00596,Item-00596,BR-C,105.57,2026-05-02
SKU-00755,Item-00755,BR-A,123.0,2026-05-17
SKU-00505,Item-00505,BR-C,69.77,2026-05-12
SKU-00598,Item-00598,BR-D,16.83,2026-05-18
SKU-00868,Item-00868,BR-C,282.47,2026-05-24
SKU-00770,Item-00770,BR-D,113.83,2026-05-19
SKU-00537,Item-00537,BR-C,260.11,2026-05-30
SKU-00797,Item-00797,BR-B,43.69,2026-05-06
SKU-00412,Item-00412,BR-E,216.79,2026-05-16
SKU-00566,Item-00566,BR-B,148.42,2026-05-24
SKU-00386,Item-00386,BR-D,80.74,2026-05-12
SKU-00672,Item-00672,BR-A,60.42,2026-05-30
SKU-00821,Item-00821,BR-C,86.4,2026-05-19
SKU-00900,Item-00900,BR-E,277.35,2026-05-01
SKU-00412,Item-00412,BR-A,107.17,2026-05-19
SKU-00341,Item-00341,BR-A,199.74,2026-05-20
SKU-00897,Item-00897,BR-A,73.98,2026-05-09
SKU-00875,Item-00875,BR-E,46.54,2026-05-07
SKU-00338,Item-00338,BR-D,168.7,2026-05-16
SKU-00368,Item-00368,BR-E,90.68,2026-05-26
SKU-00798,Item-00798,BR-A,81.66,2026-05-22
SKU-00682,Item-00682,BR-E,189.53,2026-05-17
SKU-00474,Item-00474,BR-A,96.47,2026-05-13
SKU-00592,Item-00592,BR-B,141.14,2026-05-25
SKU-00783,Item-00783,BR-C,106.74,2026-05-16
SKU-00823,Item-00823,BR-B,129.44,2026-05-05
SKU-00407,Item-00407,BR-C,180.98,2026-05-30
SKU-00502,Item-00502,BR-B,81.54,2026-05-29
SKU-00338,Item-00338,BR-A,146.69,2026-05-25
SKU-00694,Item-00694,BR-E,143.84,2026-05-15
SKU-00478,Item-00478,BR-B,113.23,2026-05-20
SKU-00595,Item-00595,BR-B,159.76,2026-05-27
SKU-00636,Item-00636,BR-D,7.77,2026-05-18
SKU-00454,Item-00454,BR-B,142.93,2026-05-07
SKU-00373,Item-00373,BR-E,266.44,2026-05-21
SKU-00564,Item-00564,BR-C,16.86,2026-05-13
SKU-00344,Item-00344,BR-C,55.62,2026-05-13
SKU-00505,Item-00505,BR-C,130.68,2026-05-14
SKU-00867,Item-00867,BR-E,108.88,2026-05-16
SKU-00769,Item-00769,BR-A,9.26,2026-05-14
SKU-00702,Item-00702,BR-C,161.15,2026-05-30
SKU-00328,Item-00328,BR-A,17.95,2026-05-24
SKU-00611,Item-00611,BR-A,98.11,2026-05-15
SKU-00413,Item-00413,BR-C,78.85,2026-05-01
SKU-00626,Item-00626,BR-C,192.57,2026-05-27
SKU-00388,Item-00388,BR-B,35.98,2026-05-23
SKU-00568,Item-00568,BR-E,155.28,2026-05-19
SKU-00453,Item-00453,BR-B,74.9,2026-05-29
SKU-00860,Item-00860,BR-A,174.69,2026-05-12
SKU-00820,Item-00820,BR-C,145.9,2026-05-20
SKU-00388,Item-00388,BR-E,31.34,2026-05-22
SKU-00453,Item-00453,BR-A,128.83,2026-05-27
SKU-00740,Item-00740,BR-A,158.57,2026-05-18
SKU-00542,Item-00542,BR-C,272.45,2026-05-14
SKU-00453,Item-00453,BR-D,118.65,2026-05-24
SKU-00706,Item-00706,BR-A,101.74,2026-05-03
SKU-00845,Item-00845,BR-D,46.13,2026-05-11
SKU-00336,Item-00336,BR-E,75.06,2026-05-18
SKU-00716,Item-00716,BR-A,15.89,2026-05-28
SKU-00562,Item-00562,BR-A,195.13,2026-05-01
SKU-00537,Item-00537,BR-C,209.88,2026-05-02
SKU-00819,Item-00819,BR-B,110.5,2026-05-10
SKU-00720,Item-00720,BR-C,127.73,2026-05-12
SKU-00345,Item-00345,BR-D,145.97,2026-05-03
SKU-00878,Item-00878,BR-E,58.09,2026-05-24
SKU-00857,Item-00857,BR-B,155.38,2026-05-08
SKU-00314,Item-00314,BR-A,193.21,2026-05-19
SKU-00754,Item-00754,BR-A,128.57,2026-05-05
SKU-00671,Item-00671,BR-D,92.1,2026-05-03
SKU-00559,Item-00559,BR-C,109.63,2026-05-07
SKU-00593,Item-00593,BR-B,113.64,2026-05-28
SKU-00715,Item-00715,BR-D,163.47,2026-05-24
SKU-00409,Item-00409,BR-A,35.75,2026-05-01
SKU-00487,Item-00487,BR-D,173.64,2026-05-14
SKU-00378,Item-00378,BR-C,79.46,2026-05-17
SKU-00676,Item-00676,BR-D,16.14,2026-05-08
SKU-00507,Item-00507,BR-C,128.6,2026-05-08
SKU-00496,Item-00496,BR-C,61.21,2026-05-19
SKU-00494,Item-00494,BR-A,91.48,2026-05-05
SKU-00448,Item-00448,BR-A,165.87,2026-05-17
SKU-00399,Item-00399,BR-A,160.93,2026-05-16
SKU-00879,Item-00879,BR-A,92.48,2026-05-22
SKU-00755,Item-00755,BR-E,150.7,2026-05-27
SKU-00754,Item-00754,BR-E,98.18,2026-05-13
SKU-00547,Item-00547,BR-E,189.72,2026-05-05
SKU-00568,Item-00568,BR-E,110.71,2026-05-21
SKU-00491,Item-00491,BR-E,165.89,2026-05-03
SKU-00636,Item-00636,BR-E,11.06,2026-05-18
SKU-00599,Item-00599,BR-B,116.58,2026-05-28
SKU-00421,Item-00421,BR-B,167.2,2026-05-24
SKU-00488,Item-00488,BR-E,243.77,2026-05-19
SKU-00397,Item-00397,BR-C,249.59,2026-05-15
SKU-00345,Item-00345,BR-C,191.61,2026-05-08
SKU-00515,Item-00515,BR-B,78.98,2026-05-23
SKU-00668,Item-00668,BR-C,106.07,2026-05-09
SKU-00600,Item-00600,BR-B,129.08,2026-05-02
SKU-00778,Item-00778,BR-E,21.66,2026-05-27
SKU-00326,Item-00326,BR-C,61.81,2026-05-18
SKU-00898,Item-00898,BR-E,128.12,2026-05-09
SKU-00354,Item-00354,BR-E,89.98,2026-05-21
SKU-00773,Item-00773,BR-B,203.83,2026-05-07
SKU-00712,Item-00712,BR-E,45.28,2026-05-02
SKU-00776,Item-00776,BR-B,60.46,2026-05-26
SKU-00524,Item-00524,BR-C,132.62,2026-05-16
SKU-00593,Item-00593,BR-A,138.15,2026-05-01
SKU-00609,Item-00609,BR-D,79.88,2026-05-11
SKU-00720,Item-00720,BR-B,253.81,2026-05-02
SKU-00424,Item-00424,BR-E,131.17,2026-05-11
SKU-00392,Item-00392,BR-B,120.23,2026-05-13
SKU-00494,Item-00494,BR-C,64.35,2026-05-04
SKU-00480,Item-00480,BR-E,7.21,2026-05-26
SKU-00453,Item-00453,BR-B,119.15,2026-05-18
SKU-00414,Item-00414,BR-C,142.77,2026-05-14
SKU-00595,Item-00595,BR-B,171.58,2026-05-17
SKU-00624,Item-00624,BR-A,128.5,2026-05-01
SKU-00615,Item-00615,BR-D,58.53,2026-05-25
SKU-00310,Item-00310,BR-B,151.05,2026-05-11
SKU-00321,Item-00321,BR-A,76.01,2026-05-01
SKU-00352,Item-00352,BR-A,243.12,2026-05-26
SKU-00573,Item-00573,BR-E,78.06,2026-05-12
SKU-00819,Item-00819,BR-B,161.14,2026-05-28
SKU-00386,Item-00386,BR-C,39.74,2026-05-18
SKU-00301,Item-00301,BR-E,117.78,2026-05-02
SKU-00698,Item-00698,BR-D,240.44,2026-05-23
SKU-00532,Item-00532,BR-C,117.52,2026-05-09
SKU-00360,Item-00360,BR-A,16.6,2026-05-22
SKU-00659,Item-00659,BR-B,10.12,2026-05-26
SKU-00865,Item-00865,BR-D,12.97,2026-05-05
SKU-00390,Item-00390,BR-D,27.67,2026-05-24
SKU-00317,Item-00317,BR-D,30.31,2026-05-11
