item_no,item_name,branch,quantity,date
CAKE-023,Pistachio Cake,BR-A,18,2026-03-01
CAKE-023,Pistachio Cake,BR-B,15,2026-03-01
CAKE-023,Pistachio Cake,BR-C,14,2026-03-01
CAKE-023,Pistachio Cake,BR-D,12,2026-03-01
CAKE-023,Pistachio Cake,BR-E,11,2026-03-01
CAKE-023,Pistachio Cake,BR-F,9,2026-03-01
CAKE-023,Pistachio Cake,BR-G,9,2026-03-01
CAKE-023,Pistachio Cake,BR-H,8,2026-03-01
CAKE-023,Pistachio Cake,BR-I,8,2026-03-01
CAKE-023,Pistachio Cake,BR-J,8,2026-03-01
CAKE-023,Pistachio Cake,BR-K,6,2026-03-01
CAKE-023,Pistachio Cake,BR-L,6,2026-03-01
CAKE-023,Pistachio Cake,BR-M,4,2026-03-01
CAKE-023,Pistachio Cake,BR-N,4,2026-03-01
CAKE-023,Pistachio Cake,BR-O,4,2026-03-01
CAKE-023,Pistachio Cake,BR-P,4,2026-03-01
CAKE-023,Pistachio Cake,BR-Q,3,2026-03-01
CAKE-023,Pistachio Cake,BR-R,3,2026-03-01
CAKE-023,Pistachio Cake,BR-S,3,2026-03-01
CAKE-023,Pistachio Cake,BR-T,2,2026-03-01
CAKE-024,Tres Leches Cake,BR-A,23,2026-03-01
CAKE-024,Tres Leches Cake,BR-B,19,2026-03-01
CAKE-024,Tres Leches Cake,BR-C,17,2026-03-01
CAKE-024,Tres Leches Cake,BR-D,15,2026-03-01
CAKE-024,Tres Leches Cake,BR-E,13,2026-03-01
CAKE-024,Tres Leches Cake,BR-F,11,2026-03-01
CAKE-024,Tres Leches Cake,BR-G,11,2026-03-01
CAKE-024,Tres Leches Cake,BR-H,10,2026-03-01
CAKE-024,Tres Leches Cake,BR-I,10,2026-03-01
CAKE-024,Tres Leches Cake,BR-J,10,2026-03-01
CAKE-024,Tres Leches Cake,BR-K,8,2026-03-01
CAKE-024,Tres Leches Cake,BR-L,8,2026-03-01
CAKE-024,Tres Leches Cake,BR-M,6,2026-03-01
CAKE-024,Tres Leches Cake,BR-N,6,2026-03-01
CAKE-024,Tres Leches Cake,BR-O,6,2026-03-01
CAKE-024,Tres Leches Cake,BR-P,6,2026-03-01
CAKE-024,Tres Leches Cake,BR-Q,4,2026-03-01
CAKE-024,Tres Leches Cake,BR-R,4,2026-03-01
CAKE-024,Tres Leches Cake,BR-S,4,2026-03-01
CAKE-024,Tres Leches Cake,BR-T,2,2026-03-01
CAKE-025,Honey Cake,BR-A,17,2026-03-01
CAKE-025,Honey Cake,BR-B,14,2026-03-01
CAKE-025,Honey Cake,BR-C,13,2026-03-01
CAKE-025,Honey Cake,BR-D,11,2026-03-01
CAKE-025,Honey Cake,BR-E,10,2026-03-01
CAKE-025,Honey Cake,BR-F,8,2026-03-01
CAKE-025,Honey Cake,BR-G,8,2026-03-01
CAKE-025,Honey Cake,BR-H,7,2026-03-01
CAKE-025,Honey Cake,BR-I,7,2026-03-01
CAKE-025,Honey Cake,BR-J,7,2026-03-01
CAKE-025,Honey Cake,BR-K,6,2026-03-01
CAKE-025,Honey Cake,BR-L,6,2026-03-01
CAKE-025,Honey Cake,BR-M,4,2026-03-01
CAKE-025,Honey Cake,BR-N,4,2026-03-01
CAKE-025,Honey Cake,BR-O,4,2026-03-01
CAKE-025,Honey Cake,BR-P,4,2026-03-01
CAKE-025,Honey Cake,BR-Q,3,2026-03-01
CAKE-025,Honey Cake,BR-R,3,2026-03-01
CAKE-025,Honey Cake,BR-S,3,2026-03-01
CAKE-025,Honey Cake,BR-T,1,2026-03-01
CAKE-026,Coffee Cake,BR-A,26,2026-03-01
CAKE-026,Coffee Cake,BR-B,22,2026-03-01
CAKE-026,Coffee Cake,BR-C,20,2026-03-01
CAKE-026,Coffee Cake,BR-D,18,2026-03-01
CAKE-026,Coffee Cake,BR-E,15,2026-03-01
CAKE-026,Coffee Cake,BR-F,13,2026-03-01
CAKE-026,Coffee Cake,BR-G,13,2026-03-01
CAKE-026,Coffee Cake,BR-H,11,2026-03-01
CAKE-026,Coffee Cake,BR-I,11,2026-03-01
CAKE-026,Coffee Cake,BR-J,11,2026-03-01
CAKE-026,Coffee Cake,BR-K,9,2026-03-01
CAKE-026,Coffee Cake,BR-L,9,2026-03-01
CAKE-026,Coffee Cake,BR-M,7,2026-03-01
CAKE-026,Coffee Cake,BR-N,7,2026-03-01
CAKE-026,Coffee Cake,BR-O,7,2026-03-01
CAKE-026,Coffee Cake,BR-P,7,2026-03-01
CAKE-026,Coffee Cake,BR-Q,4,2026-03-01
CAKE-026,Coffee Cake,BR-R,4,2026-03-01
CAKE-026,Coffee Cake,BR-S,4,2026-03-01
CAKE-026,Coffee Cake,BR-T,2,2026-03-01
CAKE-027,Fruit Gateau,BR-A,30,2026-03-01
CAKE-027,Fruit Gateau,BR-B,25,2026-03-01
CAKE-027,Fruit Gateau,BR-C,22,2026-03-01
CAKE-027,Fruit Gateau,BR-D,20,2026-03-01
CAKE-027,Fruit Gateau,BR-E,18,2026-03-01
CAKE-027,Fruit Gateau,BR-F,15,2026-03-01
CAKE-027,Fruit Gateau,BR-G,15,2026-03-01
CAKE-027,Fruit Gateau,BR-H,12,2026-03-01
CAKE-027,Fruit Gateau,BR-I,12,2026-03-01
CAKE-027,Fruit Gateau,BR-J,12,2026-03-01
CAKE-027,Fruit Gateau,BR-K,10,2026-03-01
CAKE-027,Fruit Gateau,BR-L,10,2026-03-01
CAKE-027,Fruit Gateau,BR-M,8,2026-03-01
CAKE-027,Fruit Gateau,BR-N,8,2026-03-01
CAKE-027,Fruit Gateau,BR-O,8,2026-03-01
CAKE-027,Fruit Gateau,BR-P,8,2026-03-01
CAKE-027,Fruit Gateau,BR-Q,5,2026-03-01
CAKE-027,Fruit Gateau,BR-R,5,2026-03-01
CAKE-027,Fruit Gateau,BR-S,5,2026-03-01
CAKE-027,Fruit Gateau,BR-T,2,2026-03-01
CAKE-028,Coconut Macaroon Tray,BR-A,16,2026-03-01
CAKE-028,Coconut Macaroon Tray,BR-B,13,2026-03-01
CAKE-028,Coconut Macaroon Tray,BR-C,12,2026-03-01
CAKE-028,Coconut Macaroon Tray,BR-D,10,2026-03-01
CAKE-028,Coconut Macaroon Tray,BR-E,9,2026-03-01
CAKE-028,Coconut Macaroon Tray,BR-F,8,2026-03-01
CAKE-028,Coconut Macaroon Tray,BR-G,8,2026-03-01
CAKE-028,Coconut Macaroon Tray,BR-H,6,2026-03-01
CAKE-028,Coconut Macaroon Tray,BR-I,6,2026-03-01
CAKE-028,Coconut Macaroon Tray,BR-J,6,2026-03-01
CAKE-028,Coconut Macaroon Tray,BR-K,5,2026-03-01
CAKE-028,Coconut Macaroon Tray,BR-L,5,2026-03-01
CAKE-028,Coconut Macaroon Tray,BR-M,4,2026-03-01
CAKE-028,Coconut Macaroon Tray,BR-N,4,2026-03-01
CAKE-028,Coconut Macaroon Tray,BR-O,4,2026-03-01
CAKE-028,Coconut Macaroon Tray,BR-P,4,2026-03-01
CAKE-028,Coconut Macaroon Tray,BR-Q,3,2026-03-01
CAKE-028,Coconut Macaroon Tray,BR-R,3,2026-03-01
CAKE-028,Coconut Macaroon Tray,BR-S,3,2026-03-01
CAKE-028,Coconut Macaroon Tray,BR-T,1,2026-03-01
CAKE-029,Lemon Meringue Cake,BR-A,20,2026-03-01
CAKE-029,Lemon Meringue Cake,BR-B,17,2026-03-01
CAKE-029,Lemon Meringue Cake,BR-C,15,2026-03-01
CAKE-029,Lemon Meringue Cake,BR-D,14,2026-03-01
CAKE-029,Lemon Meringue Cake,BR-E,12,2026-03-01
CAKE-029,Lemon Meringue Cake,BR-F,10,2026-03-01
CAKE-029,Lemon Meringue Cake,BR-G,10,2026-03-01
CAKE-029,Lemon Meringue Cake,BR-H,8,2026-03-01
CAKE-029,Lemon Meringue Cake,BR-I,8,2026-03-01
CAKE-029,Lemon Meringue Cake,BR-J,8,2026-03-01
CAKE-029,Lemon Meringue Cake,BR-K,7,2026-03-01
CAKE-029,Lemon Meringue Cake,BR-L,7,2026-03-01
CAKE-029,Lemon Meringue Cake,BR-M,5,2026-03-01
CAKE-029,Lemon Meringue Cake,BR-N,5,2026-03-01
CAKE-029,Lemon Meringue Cake,BR-O,5,2026-03-01
CAKE-029,Lemon Meringue Cake,BR-P,5,2026-03-01
CAKE-029,Lemon Meringue Cake,BR-Q,3,2026-03-01
CAKE-029,Lemon Meringue Cake,BR-R,3,2026-03-01
CAKE-029,Lemon Meringue Cake,BR-S,3,2026-03-01
CAKE-029,Lemon Meringue Cake,BR-T,2,2026-03-01
CAKE-030,Truffle Brownie Cake,BR-A,31,2026-03-01
CAKE-030,Truffle Brownie Cake,BR-B,26,2026-03-01
CAKE-030,Truffle Brownie Cake,BR-C,23,2026-03-01
CAKE-030,Truffle Brownie Cake,BR-D,21,2026-03-01
CAKE-030,Truffle Brownie Cake,BR-E,18,2026-03-01
CAKE-030,Truffle Brownie Cake,BR-F,16,2026-03-01
CAKE-030,Truffle Brownie Cake,BR-G,16,2026-03-01
CAKE-030,Truffle Brownie Cake,BR-H,13,2026-03-01
CAKE-030,Truffle Brownie Cake,BR-I,13,2026-03-01
CAKE-030,Truffle Brownie Cake,BR-J,13,2026-03-01
CAKE-030,Truffle Brownie Cake,BR-K,10,2026-03-01
CAKE-030,Truffle Brownie Cake,BR-L,10,2026-03-01
CAKE-030,Truffle Brownie Cake,BR-M,8,2026-03-01
CAKE-030,Truffle Brownie Cake,BR-N,8,2026-03-01
CAKE-030,Truffle Brownie Cake,BR-O,8,2026-03-01
CAKE-030,Truffle Brownie Cake,BR-P,8,2026-03-01
CAKE-030,Truffle Brownie Cake,BR-Q,5,2026-03-01
CAKE-030,Truffle Brownie Cake,BR-R,5,2026-03-01
CAKE-030,Truffle Brownie Cake,BR-S,5,2026-03-01
CAKE-030,Truffle Brownie Cake,BR-T,3,2026-03-01
