date,outlet_id,product_id,units_sold,units_returned,revenue,closing_stock
2025-08-19,outlet-4,prod-23,7,0,17.43,18
2025-08-19,outlet-4,prod-24,11,1,43.89,40
2025-08-19,outlet-4,prod-25,21,0,37.59,82
2025-08-19,outlet-4,prod-26,7,0,31.43,29
2025-08-19,outlet-4,prod-27,10,0,12.9,140
2025-08-19,outlet-4,prod-28,1,0,4.99,0
2025-08-19,outlet-4,prod-29,9,0,35.910000000000004,0
2025-08-19,outlet-4,prod-30,11,0,27.39,50
2025-08-19,outlet-4,prod-31,12,0,15.48,25
2025-08-19,outlet-4,prod-32,0,0,0.0,21
2025-08-19,outlet-4,prod-33,19,0,66.31,27
2025-08-19,outlet-4,prod-34,11,0,16.39,73
2025-08-19,outlet-4,prod-35,4,0,27.96,8
2025-08-19,outlet-4,prod-36,5,0,39.95,27
2025-08-19,outlet-4,prod-37,6,0,5.9399999999999995,18
2025-08-19,outlet-4,prod-38,8,0,103.92,34
2025-08-19,outlet-4,prod-39,6,0,32.94,7
2025-08-19,outlet-4,prod-40,1,0,2.99,14
2025-08-19,outlet-5,prod-1,2,0,2.98,39
2025-08-19,outlet-5,prod-2,10,0,12.9,46
2025-08-19,outlet-5,prod-3,1,0,3.49,15
2025-08-19,outlet-5,prod-4,52,1,103.48,203
2025-08-19,outlet-5,prod-5,6,0,19.740000000000002,31
2025-08-19,outlet-5,prod-6,5,0,34.95,19
2025-08-19,outlet-5,prod-7,8,0,63.92,4
2025-08-19,outlet-5,prod-8,81,2,80.19,435
2025-08-19,outlet-5,prod-9,19,0,47.31,63
2025-08-19,outlet-5,prod-10,7,0,27.93,18
2025-08-19,outlet-5,prod-11,7,0,12.530000000000001,19
2025-08-19,outlet-5,prod-12,1,0,2.99,12
2025-08-19,outlet-5,prod-13,8,0,13.52,11
2025-08-19,outlet-5,prod-14,5,0,11.45,14
2025-08-19,outlet-5,prod-15,0,0,0.0,0
2025-08-19,outlet-5,prod-16,7,0,9.030000000000001,12
2025-08-19,outlet-5,prod-17,5,0,17.450000000000003,22
2025-08-19,outlet-5,prod-18,6,1,8.94,3
2025-08-19,outlet-5,prod-19,0,0,0.0,0
2025-08-19,outlet-5,prod-20,31,1,61.69,94
2025-08-19,outlet-5,prod-21,2,0,4.58,343
2025-08-19,outlet-5,prod-22,1,0,3.49,4
2025-08-19,outlet-5,prod-23,0,0,0.0,0
2025-08-19,outlet-5,prod-24,4,0,15.96,21
2025-08-19,outlet-5,prod-25,25,1,44.75,91
2025-08-19,outlet-5,prod-26,3,0,13.47,8
2025-08-19,outlet-5,prod-27,48,1,61.92,1
2025-08-19,outlet-5,prod-28,1,0,4.99,3
2025-08-19,outlet-5,prod-29,2,0,7.98,22
2025-08-19,outlet-5,prod-30,2,0,4.98,158
2025-08-19,outlet-5,prod-31,98,4,126.42,118
2025-08-19,outlet-5,prod-32,9,0,22.410000000000004,145
2025-08-19,outlet-5,prod-33,0,0,0.0,27
2025-08-19,outlet-5,prod-34,7,0,10.43,13
2025-08-19,outlet-5,prod-35,0,0,0.0,6
2025-08-19,outlet-5,prod-36,3,0,23.97,108
2025-08-19,outlet-5,prod-37,21,0,20.79,120
2025-08-19,outlet-5,prod-38,0,0,0.0,57
2025-08-19,outlet-5,prod-39,0,0,0.0,1
2025-08-19,outlet-5,prod-40,1,0,2.99,7
2025-08-20,outlet-1,prod-1,39,1,58.11,36
2025-08-20,outlet-1,prod-2,0,0,0.0,0
2025-08-20,outlet-1,prod-3,20,0,69.80000000000001,47
2025-08-20,outlet-1,prod-4,27,1,53.73,8
2025-08-20,outlet-1,prod-5,17,0,55.93,5
2025-08-20,outlet-1,prod-6,13,0,90.87,561
2025-08-20,outlet-1,prod-7,16,1,127.84,81
2025-08-20,outlet-1,prod-8,26,1,25.74,1
2025-08-20,outlet-1,prod-9,22,0,54.78,45
2025-08-20,outlet-1,prod-10,7,0,27.93,22
2025-08-20,outlet-1,prod-11,15,0,26.85,132
2025-08-20,outlet-1,prod-12,9,0,26.910000000000004,32
2025-08-20,outlet-1,prod-13,14,0,23.66,133
2025-08-20,outlet-1,prod-14,8,0,18.32,8
2025-08-20,outlet-1,prod-15,0,0,0.0,117
2025-08-20,outlet-1,prod-16,0,0,0.0,0
2025-08-20,outlet-1,prod-17,14,1,48.86,48
2025-08-20,outlet-1,prod-18,19,1,28.31,57
2025-08-20,outlet-1,prod-19,8,0,23.92,19
2025-08-20,outlet-1,prod-20,20,0,39.8,25
2025-08-20,outlet-1,prod-21,15,1,34.35,51
2025-08-20,outlet-1,prod-22,5,0,17.450000000000003,8
2025-08-20,outlet-1,prod-23,0,0,0.0,0
2025-08-20,outlet-1,prod-24,5,0,19.950000000000003,38
2025-08-20,outlet-1,prod-25,15,0,26.85,4
2025-08-20,outlet-1,prod-26,6,0,26.94,30
2025-08-20,outlet-1,prod-27,27,1,34.83,57
2025-08-20,outlet-1,prod-28,8,0,39.92,25
2025-08-20,outlet-1,prod-29,9,0,35.910000000000004,17
2025-08-20,outlet-1,prod-30,9,0,22.410000000000004,6
2025-08-20,outlet-1,prod-31,14,0,18.060000000000002,51
2025-08-20,outlet-1,prod-32,3,0,7.470000000000001,42
2025-08-20,outlet-1,prod-33,13,0,45.370000000000005,0
2025-08-20,outlet-1,prod-34,10,0,14.9,35
2025-08-20,outlet-1,prod-35,5,0,34.95,6
2025-08-20,outlet-1,prod-36,10,0,79.9,15
2025-08-20,outlet-1,prod-37,16,0,15.84,35
2025-08-20,outlet-1,prod-38,5,0,64.95,25
2025-08-20,outlet-1,prod-39,5,0,27.450000000000003,17
2025-08-20,outlet-1,prod-40,7,0,20.93,22
2025-08-20,outlet-2,prod-1,34,1,50.66,145
2025-08-20,outlet-2,prod-2,30,1,38.7,112
2025-08-20,outlet-2,prod-3,19,0,66.31,157
2025-08-20,outlet-2,prod-4,4,0,7.96,132
2025-08-20,outlet-2,prod-5,13,0,42.77,13
2025-08-20,outlet-2,prod-6,0,0,0.0,24
2025-08-20,outlet-2,prod-7,0,0,0.0,80
2025-08-20,outlet-2,prod-8,34,1,33.66,176
2025-08-20,outlet-2,prod-9,13,0,32.370000000000005,26
2025-08-20,outlet-2,prod-10,6,0,23.94,29
2025-08-20,outlet-2,prod-11,12,0,21.48,59
2025-08-20,outlet-2,prod-12,6,0,17.94,28
2025-08-20,outlet-2,prod-13,11,0,18.59,37
2025-08-20,outlet-2,prod-14,8,0,18.32,28
2025-08-20,outlet-2,prod-15,5,0,14.950000000000001,58
2025-08-20,outlet-2,prod-16,8,1,10.32,29
2025-08-20,outlet-2,prod-17,0,0,0.0,0
2025-08-20,outlet-2,prod-18,19,1,28.31,86
2025-08-20,outlet-2,prod-19,0,0,0.0,0
2025-08-20,outlet-2,prod-20,0,0,0.0,95
2025-08-20,outlet-2,prod-21,14,0,32.06,4
2025-08-20,outlet-2,prod-22,8,0,27.92,20
2025-08-20,outlet-2,prod-23,6,0,14.940000000000001,13
2025-08-20,outlet-2,prod-24,8,0,31.92,27
2025-08-20,outlet-2,prod-25,30,0,53.7,75
2025-08-20,outlet-2,prod-26,4,0,17.96,15
2025-08-20,outlet-2,prod-27,0,0,0.0,46
2025-08-20,outlet-2,prod-28,0,0,0.0,0
2025-08-20,outlet-2,prod-29,8,0,31.92,12
2025-08-20,outlet-2,prod-30,7,0,17.43,29
2025-08-20,outlet-2,prod-31,29,1,37.410000000000004,5
2025-08-20,outlet-2,prod-32,0,0,0.0,0
2025-08-20,outlet-2,prod-33,11,0,38.39,15
2025-08-20,outlet-2,prod-34,6,0,8.94,19
2025-08-20,outlet-2,prod-35,1,0,6.99,18
2025-08-20,outlet-2,prod-36,9,0,71.91,18
2025-08-20,outlet-2,prod-37,16,0,15.84,129
2025-08-20,outlet-2,prod-38,3,0,38.97,2
2025-08-20,outlet-2,prod-39,5,0,27.450000000000003,7
2025-08-20,outlet-2,prod-40,6,0,17.94,24
2025-08-20,outlet-3,prod-1,15,1,22.35,5
2025-08-20,outlet-3,prod-2,1,0,1.29,0
2025-08-20,outlet-3,prod-3,6,0,20.94,27
2025-08-20,outlet-3,prod-4,15,1,29.85,166
2025-08-20,outlet-3,prod-5,6,0,19.740000000000002,9
2025-08-20,outlet-3,prod-6,4,0,27.96,22
2025-08-20,outlet-3,prod-7,6,0,47.94,51
2025-08-20,outlet-3,prod-8,0,0,0.0,0
2025-08-20,outlet-3,prod-9,33,0,82.17,81
2025-08-20,outlet-3,prod-10,6,0,23.94,35
2025-08-20,outlet-3,prod-11,4,0,7.16,11
2025-08-20,outlet-3,prod-12,0,0,0.0,7
2025-08-20,outlet-3,prod-13,11,0,18.59,49
2025-08-20,outlet-3,prod-14,0,0,0.0,0
2025-08-20,outlet-3,prod-15,2,0,5.98,28
2025-08-20,outlet-3,prod-16,3,0,3.87,8
2025-08-20,outlet-3,prod-17,10,1,34.900000000000006,28
2025-08-20,outlet-3,prod-18,7,0,10.43,7
2025-08-20,outlet-3,prod-19,8,0,23.92,26
2025-08-20,outlet-3,prod-20,0,0,0.0,19
2025-08-20,outlet-3,prod-21,8,0,18.32,52
2025-08-20,outlet-3,prod-22,6,0,20.94,12
2025-08-20,outlet-3,prod-23,4,0,9.96,9
2025-08-20,outlet-3,prod-24,29,2,115.71000000000001,6
2025-08-20,outlet-3,prod-25,28,1,50.120000000000005,10
2025-08-20,outlet-3,prod-26,3,0,13.47,10
2025-08-20,outlet-3,prod-27,36,1,46.44,54
2025-08-20,outlet-3,prod-28,3,0,14.97,2
2025-08-20,outlet-3,prod-29,5,0,19.950000000000003,2
2025-08-20,outlet-3,prod-30,3,0,7.470000000000001,12
2025-08-20,outlet-3,prod-31,34,2,43.86,2
2025-08-20,outlet-3,prod-32,13,1,32.370000000000005,12
2025-08-20,outlet-3,prod-33,5,0,17.450000000000003,22
2025-08-20,outlet-3,prod-34,4,0,5.96,16
2025-08-20,outlet-3,prod-35,3,0,20.97,16
2025-08-20,outlet-3,prod-36,6,0,47.94,8
2025-08-20,outlet-3,prod-37,21,0,20.79,100
2025-08-20,outlet-3,prod-38,1,0,12.99,6
2025-08-20,outlet-3,prod-39,4,0,21.96,2
2025-08-20,outlet-3,prod-40,4,0,11.96,12
2025-08-20,outlet-4,prod-1,0,0,0.0,0
2025-08-20,outlet-4,prod-2,43,1,55.47,45
2025-08-20,outlet-4,prod-3,31,1,108.19000000000001,82
2025-08-20,outlet-4,prod-4,18,1,35.82,23
2025-08-20,outlet-4,prod-5,20,0,65.8,38
2025-08-20,outlet-4,prod-6,18,0,125.82000000000001,33
2025-08-20,outlet-4,prod-7,18,1,143.82,128
2025-08-20,outlet-4,prod-8,12,0,11.879999999999999,0
2025-08-20,outlet-4,prod-9,0,0,0.0,0
2025-08-20,outlet-4,prod-10,9,0,35.910000000000004,10
2025-08-20,outlet-4,prod-11,20,0,35.8,39
2025-08-20,outlet-4,prod-12,12,0,35.88,0
2025-08-20,outlet-4,prod-13,0,0,0.0,0
2025-08-20,outlet-4,prod-14,0,0,0.0,65
2025-08-20,outlet-4,prod-15,34,1,101.66000000000001,172
2025-08-20,outlet-4,prod-16,0,0,0.0,97
2025-08-20,outlet-4,prod-17,18,1,62.82000000000001,22
2025-08-20,outlet-4,prod-18,24,2,35.76,109
2025-08-20,outlet-4,prod-19,5,0,14.950000000000001,26
2025-08-20,outlet-4,prod-20,6,0,11.94,47
2025-08-20,outlet-4,prod-21,0,0,0.0,0
2025-08-20,outlet-4,prod-22,0,0,0.0,48
2025-08-20,outlet-4,prod-23,8,0,19.92,23
2025-08-20,outlet-4,prod-24,9,0,35.910000000000004,31
2025-08-20,outlet-4,prod-25,9,0,16.11,73
2025-08-20,outlet-4,prod-26,7,0,31.43,22
2025-08-20,outlet-4,prod-27,17,0,21.93,123
2025-08-20,outlet-4,prod-28,0,0,0.0,0
2025-08-20,outlet-4,prod-29,0,0,0.0,58
2025-08-20,outlet-4,prod-30,10,0,24.900000000000002,40
2025-08-20,outlet-4,prod-31,9,0,11.61,16
2025-08-20,outlet-4,prod-32,3,0,7.470000000000001,18
2025-08-20,outlet-4,prod-33,14,0,48.86,13
2025-08-20,outlet-4,prod-34,9,0,13.41,64
2025-08-20,outlet-4,prod-35,6,0,41.94,2
2025-08-20,outlet-4,prod-36,8,0,63.92,19
2025-08-20,outlet-4,prod-37,3,0,2.9699999999999998,15
2025-08-20,outlet-4,prod-38,7,0,90.93,27
2025-08-20,outlet-4,prod-39,6,0,32.94,9
2025-08-20,outlet-4,prod-40,9,0,26.910000000000004,5
2025-08-20,outlet-5,prod-1,2,0,2.98,37
2025-08-20,outlet-5,prod-2,11,0,14.190000000000001,35
2025-08-20,outlet-5,prod-3,1,0,3.49,14
2025-08-20,outlet-5,prod-4,72,3,143.28,134
2025-08-20,outlet-5,prod-5,8,0,26.32,41
2025-08-20,outlet-5,prod-6,6,0,41.94,13
2025-08-20,outlet-5,prod-7,4,0,31.96,13
2025-08-20,outlet-5,prod-8,65,1,64.35,371
2025-08-20,outlet-5,prod-9,17,0,42.330000000000005,46
2025-08-20,outlet-5,prod-10,5,0,19.950000000000003,13
2025-08-20,outlet-5,prod-11,7,0,12.530000000000001,12
2025-08-20,outlet-5,prod-12,2,0,5.98,10
2025-08-20,outlet-5,prod-13,6,0,10.14,5
2025-08-20,outlet-5,prod-14,4,0,9.16,10
2025-08-20,outlet-5,prod-15,0,0,0.0,26
2025-08-20,outlet-5,prod-16,6,0,7.74,6
2025-08-20,outlet-5,prod-17,7,1,24.43,23
2025-08-20,outlet-5,prod-18,3,0,4.47,23
2025-08-20,outlet-5,prod-19,0,0,0.0,0
2025-08-20,outlet-5,prod-20,60,1,119.4,35
2025-08-20,outlet-5,prod-21,3,0,6.87,340
2025-08-20,outlet-5,prod-22,1,0,3.49,3
2025-08-20,outlet-5,prod-23,0,0,0.0,10
2025-08-20,outlet-5,prod-24,5,0,19.950000000000003,16
2025-08-20,outlet-5,prod-25,54,1,96.66,38
2025-08-20,outlet-5,prod-26,3,0,13.47,5
2025-08-20,outlet-5,prod-27,1,0,1.29,0
2025-08-20,outlet-5,prod-28,1,0,4.99,2
2025-08-20,outlet-5,prod-29,2,0,7.98,20
2025-08-20,outlet-5,prod-30,1,0,2.49,157
2025-08-20,outlet-5,prod-31,79,1,101.91,40
2025-08-20,outlet-5,prod-32,18,1,44.82000000000001,128
2025-08-20,outlet-5,prod-33,5,0,17.450000000000003,22
2025-08-20,outlet-5,prod-34,7,0,10.43,16
2025-08-20,outlet-5,prod-35,1,0,6.99,5
2025-08-20,outlet-5,prod-36,3,0,23.97,124
2025-08-20,outlet-5,prod-37,27,0,26.73,93
2025-08-20,outlet-5,prod-38,0,0,0.0,61
2025-08-20,outlet-5,prod-39,0,0,0.0,1
2025-08-20,outlet-5,prod-40,1,0,2.99,6
2025-08-21,outlet-1,prod-1,13,1,19.37,24
2025-08-21,outlet-1,prod-2,0,0,0.0,168
2025-08-21,outlet-1,prod-3,17,0,59.330000000000005,30
2025-08-21,outlet-1,prod-4,8,0,15.92,0
2025-08-21,outlet-1,prod-5,5,0,16.45,84
2025-08-21,outlet-1,prod-6,16,0,111.84,545
2025-08-21,outlet-1,prod-7,12,0,95.88,69
2025-08-21,outlet-1,prod-8,1,0,0.99,42
2025-08-21,outlet-1,prod-9,23,0,57.27,22
2025-08-21,outlet-1,prod-10,6,0,23.94,38
2025-08-21,outlet-1,prod-11,16,0,28.64,116
2025-08-21,outlet-1,prod-12,14,1,41.86,19
2025-08-21,outlet-1,prod-13,15,0,25.349999999999998,118
2025-08-21,outlet-1,prod-14,8,0,18.32,55
2025-08-21,outlet-1,prod-15,16,1,47.84,102
2025-08-21,outlet-1,prod-16,0,0,0.0,24
2025-08-21,outlet-1,prod-17,12,1,41.88,37
2025-08-21,outlet-1,prod-18,23,2,34.27,36
2025-08-21,outlet-1,prod-19,7,0,20.93,12
2025-08-21,outlet-1,prod-20,16,0,31.84,9
2025-08-21,outlet-1,prod-21,10,0,22.9,41
2025-08-21,outlet-1,prod-22,8,0,27.92,0
2025-08-21,outlet-1,prod-23,0,0,0.0,0
2025-08-21,outlet-1,prod-24,11,0,43.89,27
2025-08-21,outlet-1,prod-25,4,0,7.16,94
2025-08-21,outlet-1,prod-26,7,0,31.43,23
2025-08-21,outlet-1,prod-27,26,0,33.54,31
2025-08-21,outlet-1,prod-28,7,0,34.93,18
2025-08-21,outlet-1,prod-29,10,0,39.900000000000006,39
2025-08-21,outlet-1,prod-30,6,0,14.940000000000001,40
2025-08-21,outlet-1,prod-31,22,1,28.380000000000003,30
2025-08-21,outlet-1,prod-32,12,0,29.880000000000003,30
2025-08-21,outlet-1,prod-33,0,0,0.0,66
2025-08-21,outlet-1,prod-34,8,0,11.92,27
2025-08-21,outlet-1,prod-35,3,0,20.97,3
2025-08-21,outlet-1,prod-36,8,0,63.92,7
2025-08-21,outlet-1,prod-37,12,0,11.879999999999999,23
2025-08-21,outlet-1,prod-38,5,0,64.95,20
2025-08-21,outlet-1,prod-39,6,0,32.94,11
2025-08-21,outlet-1,prod-40,6,0,17.94,16
2025-08-21,outlet-2,prod-1,48,3,71.52,100
2025-08-21,outlet-2,prod-2,28,1,36.120000000000005,85
2025-08-21,outlet-2,prod-3,17,0,59.330000000000005,140
2025-08-21,outlet-2,prod-4,16,0,31.84,116
2025-08-21,outlet-2,prod-5,13,0,42.77,0
2025-08-21,outlet-2,prod-6,8,0,55.92,16
2025-08-21,outlet-2,prod-7,21,1,167.79,60
2025-08-21,outlet-2,prod-8,33,0,32.67,143
2025-08-21,outlet-2,prod-9,15,0,37.35,11
2025-08-21,outlet-2,prod-10,9,0,35.910000000000004,35
2025-08-21,outlet-2,prod-11,12,0,21.48,47
2025-08-21,outlet-2,prod-12,8,0,23.92,20
2025-08-21,outlet-2,prod-13,14,0,23.66,23
2025-08-21,outlet-2,prod-14,10,0,22.9,18
2025-08-21,outlet-2,prod-15,13,1,38.870000000000005,46
2025-08-21,outlet-2,prod-16,6,0,7.74,23
2025-08-21,outlet-2,prod-17,0,0,0.0,54
2025-08-21,outlet-2,prod-18,26,2,38.74,62
2025-08-21,outlet-2,prod-19,0,0,0.0,45
2025-08-21,outlet-2,prod-20,19,1,37.81,103
2025-08-21,outlet-2,prod-21,4,0,9.16,58
2025-08-21,outlet-2,prod-22,6,0,20.94,14
2025-08-21,outlet-2,prod-23,4,0,9.96,9
2025-08-21,outlet-2,prod-24,10,1,39.900000000000006,18
2025-08-21,outlet-2,prod-25,15,0,26.85,60
2025-08-21,outlet-2,prod-26,5,0,22.450000000000003,10
2025-08-21,outlet-2,prod-27,28,1,36.120000000000005,19
2025-08-21,outlet-2,prod-28,0,0,0.0,28
2025-08-21,outlet-2,prod-29,8,0,31.92,14
2025-08-21,outlet-2,prod-30,8,0,19.92,21
2025-08-21,outlet-2,prod-31,5,0,6.45,0
2025-08-21,outlet-2,prod-32,0,0,0.0,56
2025-08-21,outlet-2,prod-33,8,0,27.92,7
2025-08-21,outlet-2,prod-34,8,0,11.92,11
2025-08-21,outlet-2,prod-35,4,0,27.96,20
2025-08-21,outlet-2,prod-36,9,0,71.91,9
2025-08-21,outlet-2,prod-37,17,0,16.83,112
2025-08-21,outlet-2,prod-38,2,0,25.98,9
2025-08-21,outlet-2,prod-39,5,0,27.450000000000003,2
2025-08-21,outlet-2,prod-40,7,0,20.93,17
2025-08-21,outlet-3,prod-1,5,0,7.45,0
2025-08-21,outlet-3,prod-2,0,0,0.0,84
2025-08-21,outlet-3,prod-3,10,0,34.900000000000006,17
2025-08-21,outlet-3,prod-4,52,2,103.48,116
2025-08-21,outlet-3,prod-5,6,0,19.740000000000002,3
2025-08-21,outlet-3,prod-6,3,0,20.97,19
2025-08-21,outlet-3,prod-7,8,0,63.92,43
2025-08-21,outlet-3,prod-8,0,0,0.0,48
2025-08-21,outlet-3,prod-9,22,0,54.78,97
2025-08-21,outlet-3,prod-10,6,0,23.94,29
2025-08-21,outlet-3,prod-11,5,0,8.95,6
2025-08-21,outlet-3,prod-12,7,0,20.93,9
2025-08-21,outlet-3,prod-13,14,0,23.66,35
2025-08-21,outlet-3,prod-14,0,0,0.0,0
2025-08-21,outlet-3,prod-15,4,0,11.96,24
2025-08-21,outlet-3,prod-16,3,0,3.87,5
2025-08-21,outlet-3,prod-17,5,0,17.450000000000003,23
2025-08-21,outlet-3,prod-18,7,0,10.43,90
2025-08-21,outlet-3,prod-19,9,0,26.910000000000004,17
2025-08-21,outlet-3,prod-20,19,0,37.81,17
2025-08-21,outlet-3,prod-21,11,0,25.19,51
2025-08-21,outlet-3,prod-22,4,0,13.96,8
2025-08-21,outlet-3,prod-23,3,0,7.470000000000001,6
2025-08-21,outlet-3,prod-24,5,0,19.950000000000003,91
2025-08-21,outlet-3,prod-25,10,0,17.9,0
2025-08-21,outlet-3,prod-26,3,0,13.47,13
2025-08-21,outlet-3,prod-27,33,0,42.57,21
2025-08-21,outlet-3,prod-28,2,0,9.98,0
2025-08-21,outlet-3,prod-29,2,0,7.98,0
2025-08-21,outlet-3,prod-30,6,0,14.940000000000001,6
2025-08-21,outlet-3,prod-31,2,0,2.58,0
2025-08-21,outlet-3,prod-32,12,0,29.880000000000003,112
2025-08-21,outlet-3,prod-33,4,0,13.96,18
2025-08-21,outlet-3,prod-34,5,0,7.45,11
2025-08-21,outlet-3,prod-35,3,0,20.97,13
2025-08-21,outlet-3,prod-36,5,0,39.95,3
2025-08-21,outlet-3,prod-37,31,1,30.69,70
2025-08-21,outlet-3,prod-38,2,0,25.98,4
2025-08-21,outlet-3,prod-39,2,0,10.98,15
2025-08-21,outlet-3,prod-40,4,0,11.96,8
2025-08-21,outlet-4,prod-1,0,0,0.0,0
2025-08-21,outlet-4,prod-2,33,1,42.57,13
2025-08-21,outlet-4,prod-3,39,2,136.11,45
2025-08-21,outlet-4,prod-4,13,0,25.87,10
2025-08-21,outlet-4,prod-5,24,0,78.96000000000001,14
2025-08-21,outlet-4,prod-6,17,0,118.83,16
2025-08-21,outlet-4,prod-7,18,1,143.82,111
2025-08-21,outlet-4,prod-8,0,0,0.0,0
2025-08-21,outlet-4,prod-9,0,0,0.0,0
2025-08-21,outlet-4,prod-10,10,0,39.900000000000006,0
2025-08-21,outlet-4,prod-11,21,0,37.59,18
2025-08-21,outlet-4,prod-12,0,0,0.0,0
2025-08-21,outlet-4,prod-13,0,0,0.0,22
2025-08-21,outlet-4,prod-14,15,0,34.35,50
2025-08-21,outlet-4,prod-15,44,1,131.56,183
2025-08-21,outlet-4,prod-16,21,1,27.09,77
2025-08-21,outlet-4,prod-17,14,1,48.86,9
2025-08-21,outlet-4,prod-18,33,3,49.17,132
2025-08-21,outlet-4,prod-19,7,0,20.93,19
2025-08-21,outlet-4,prod-20,11,0,21.89,36
2025-08-21,outlet-4,prod-21,0,0,0.0,84
2025-08-21,outlet-4,prod-22,6,0,20.94,42
2025-08-21,outlet-4,prod-23,12,0,29.880000000000003,11
2025-08-21,outlet-4,prod-24,2,0,7.98,29
2025-08-21,outlet-4,prod-25,12,0,21.48,61
2025-08-21,outlet-4,prod-26,8,0,35.92,14
2025-08-21,outlet-4,prod-27,19,0,24.51,169
2025-08-21,outlet-4,prod-28,0,0,0.0,0
2025-08-21,outlet-4,prod-29,12,0,47.88,46
2025-08-21,outlet-4,prod-30,11,0,27.39,29
2025-08-21,outlet-4,prod-31,9,0,11.61,7
2025-08-21,outlet-4,prod-32,3,0,7.470000000000001,15
2025-08-21,outlet-4,prod-33,13,0,45.370000000000005,77
2025-08-21,outlet-4,prod-34,8,0,11.92,56
2025-08-21,outlet-4,prod-35,2,0,13.98,22
2025-08-21,outlet-4,prod-36,7,0,55.93,12
2025-08-21,outlet-4,prod-37,6,0,5.9399999999999995,9
2025-08-21,outlet-4,prod-38,8,0,103.92,19
2025-08-21,outlet-4,prod-39,6,0,32.94,3
2025-08-21,outlet-4,prod-40,5,0,14.950000000000001,42
2025-08-21,outlet-5,prod-1,2,0,2.98,35
2025-08-21,outlet-5,prod-2,13,1,16.77,23
2025-08-21,outlet-5,prod-3,1,0,3.49,13
2025-08-21,outlet-5,prod-4,28,0,55.72,106
2025-08-21,outlet-5,prod-5,9,0,29.61,32
2025-08-21,outlet-5,prod-6,5,0,34.95,21
2025-08-21,outlet-5,prod-7,6,0,47.94,7
2025-08-21,outlet-5,prod-8,86,2,85.14,287
2025-08-21,outlet-5,prod-9,23,0,57.27,23
2025-08-21,outlet-5,prod-10,6,0,23.94,7
2025-08-21,outlet-5,prod-11,6,0,10.74,6
2025-08-21,outlet-5,prod-12,2,0,5.98,8
2025-08-21,outlet-5,prod-13,5,0,8.45,0
2025-08-21,outlet-5,prod-14,6,0,13.74,4
2025-08-21,outlet-5,prod-15,8,0,23.92,18
2025-08-21,outlet-5,prod-16,4,0,5.16,2
2025-08-21,outlet-5,prod-17,11,1,38.39,13
2025-08-21,outlet-5,prod-18,17,1,25.33,7
2025-08-21,outlet-5,prod-19,0,0,0.0,0
2025-08-21,outlet-5,prod-20,22,0,43.78,13
2025-08-21,outlet-5,prod-21,2,0,4.58,338
2025-08-21,outlet-5,prod-22,1,0,3.49,2
2025-08-21,outlet-5,prod-23,2,0,4.98,8
2025-08-21,outlet-5,prod-24,5,0,19.950000000000003,11
2025-08-21,outlet-5,prod-25,38,1,68.02,1
2025-08-21,outlet-5,prod-26,2,0,8.98,3
2025-08-21,outlet-5,prod-27,0,0,0.0,260
2025-08-21,outlet-5,prod-28,1,0,4.99,1
2025-08-21,outlet-5,prod-29,1,0,3.99,19
2025-08-21,outlet-5,prod-30,1,0,2.49,156
2025-08-21,outlet-5,prod-31,40,1,51.6,376
2025-08-21,outlet-5,prod-32,42,1,104.58000000000001,120
2025-08-21,outlet-5,prod-33,5,0,17.450000000000003,22
2025-08-21,outlet-5,prod-34,5,0,7.45,21
2025-08-21,outlet-5,prod-35,1,0,6.99,4
2025-08-21,outlet-5,prod-36,3,0,23.97,121
2025-08-21,outlet-5,prod-37,34,1,33.66,60
2025-08-21,outlet-5,prod-38,0,0,0.0,61
2025-08-21,outlet-5,prod-39,1,0,5.49,0
2025-08-21,outlet-5,prod-40,1,0,2.99,5
2025-08-22,outlet-1,prod-1,24,1,35.76,1
2025-08-22,outlet-1,prod-2,49,2,63.21,121
2025-08-22,outlet-1,prod-3,20,0,69.80000000000001,10
2025-08-22,outlet-1,prod-4,0,0,0.0,0
2025-08-22,outlet-1,prod-5,17,0,55.93,67
2025-08-22,outlet-1,prod-6,17,0,118.83,528
2025-08-22,outlet-1,prod-7,29,1,231.71,41
2025-08-22,outlet-1,prod-8,42,1,41.58,1
2025-08-22,outlet-1,prod-9,22,0,54.78,0
2025-08-22,outlet-1,prod-10,11,0,43.89,47
2025-08-22,outlet-1,prod-11,18,0,32.22,98
2025-08-22,outlet-1,prod-12,17,1,50.830000000000005,3
2025-08-22,outlet-1,prod-13,19,0,32.11,164
2025-08-22,outlet-1,prod-14,15,0,34.35,40
2025-08-22,outlet-1,prod-15,21,2,62.790000000000006,83
2025-08-22,outlet-1,prod-16,24,1,30.96,33
2025-08-22,outlet-1,prod-17,25,2,87.25,14
2025-08-22,outlet-1,prod-18,22,1,32.78,15
2025-08-22,outlet-1,prod-19,12,0,35.88,0
2025-08-22,outlet-1,prod-20,9,0,17.91,76
2025-08-22,outlet-1,prod-21,16,1,36.64,26
2025-08-22,outlet-1,prod-22,0,0,0.0,40
2025-08-22,outlet-1,prod-23,0,0,0.0,0
2025-08-22,outlet-1,prod-24,10,0,39.900000000000006,17
2025-08-22,outlet-1,prod-25,21,0,37.59,73
2025-08-22,outlet-1,prod-26,6,0,26.94,17
2025-08-22,outlet-1,prod-27,29,0,37.410000000000004,2
2025-08-22,outlet-1,prod-28,7,0,34.93,28
